id,lotfrontage,lotarea,yearbuilt,yearremodadd,masvnrarea,bsmtfinsf1,bsmtfinsf2,bsmtunfsf,totalbsmtsf,firstflrsf,secondflrsf,lowqualfinsf,grlivarea,garagearea,wooddecksf,openporchsf,enclosedporch,threeseasonporch,screenporch,poolarea,miscval,saleprice,mszoning_encoded,street_encoded,alley_encoded,lotshape_encoded,landcontour_encoded,utilities_encoded,lotconfig_encoded,landslope_encoded,neighborhood_encoded,condition1_encoded,condition2_encoded,bldgtype_encoded,housestyle_encoded,roofstyle_encoded,roofmatl_encoded,exterior1st_encoded,exterior2nd_encoded,masvnrtype_encoded,exterqual_encoded,extercond_encoded,foundation_encoded,bsmtqual_encoded,bsmtcond_encoded,bsmtexposure_encoded,bsmtfintype1_encoded,bsmtfintype2_encoded,heating_encoded,heatingqc_encoded,centralair_encoded,electrical_encoded,kitchenqual_encoded,functional_encoded,fireplacequ_encoded,garagetype_encoded,garageyrblt_encoded,garagefinish_encoded,garagequal_encoded,garagecond_encoded,paveddrive_encoded,poolqc_encoded,fence_encoded,miscfeature_encoded,saletype_encoded,salecondition_encoded,mssubclass_encoded,overallqual_encoded,overallcond_encoded,bsmtfullbath_encoded,bsmthalfbath_encoded,fullbath_encoded,halfbath_encoded,bedroomabvgr_encoded,kitchenabvgr_encoded,totrmsabvgrd_encoded,fireplaces_encoded,garagecars_encoded,mosold_encoded,yrsold_encoded
671,64,8633,2005,2005,0,193,0,545,738,738,738,0,1476,540,100,35,0,0,0,0,0,173500.0,4,1,1,3,3,0,2,0,5,2,2,0,5,1,0,12,14,2,2,4,2,2,4,3,2,6,1,0,1,4,2,7,3,1,96,0,5,5,2,3,4,1,9,4,5,5,4,1,0,2,1,3,1,5,0,2,1,3
672,54,6629,1925,1950,0,551,0,121,672,697,672,0,1369,300,147,0,0,0,0,0,0,103600.0,3,1,1,3,3,0,4,0,7,0,2,0,5,2,0,13,15,2,3,2,0,4,4,3,1,6,1,4,0,4,4,7,3,5,22,3,5,5,2,3,4,1,9,4,6,5,5,1,0,2,0,3,1,4,0,1,6,3
673,82,11250,1977,1977,0,767,0,441,1208,1208,0,0,1208,546,198,42,0,0,0,0,0,165000.0,4,1,1,0,3,0,4,0,24,2,2,0,2,1,0,10,11,2,2,4,1,2,4,3,0,6,1,4,1,4,4,7,5,1,68,2,5,5,2,3,4,1,9,4,0,5,5,1,0,1,1,3,1,4,1,2,5,0
674,110,14442,1957,2004,106,1186,0,291,1477,1839,0,0,1839,416,0,87,0,0,200,0,0,257500.0,4,1,1,3,3,0,4,0,6,2,2,0,2,3,0,5,5,1,3,4,2,4,4,3,2,6,1,0,1,4,2,7,5,1,48,0,5,5,2,3,4,1,9,4,0,5,6,1,0,2,0,3,1,5,2,2,5,1
675,80,9200,1965,1965,0,892,0,244,1136,1136,0,0,1136,384,426,0,0,0,0,0,0,140000.0,4,1,1,3,3,0,4,0,12,2,2,0,2,1,0,6,6,2,3,4,1,4,4,3,5,6,1,4,1,4,4,7,2,1,56,2,5,5,2,3,4,1,9,4,0,5,5,1,0,1,0,3,1,3,1,1,6,2
676,24,2289,1978,1978,0,311,0,544,855,855,586,0,1441,440,28,0,0,0,0,0,0,148500.0,4,1,1,3,3,0,4,0,13,2,2,3,5,1,0,10,2,2,3,4,1,4,4,3,0,6,1,4,1,4,4,7,5,1,69,3,5,5,2,3,4,1,9,4,13,5,5,0,0,2,1,3,1,5,1,2,3,3
677,60,9600,1900,1950,0,0,0,1095,1095,1095,679,0,1774,779,0,0,90,0,0,0,0,87000.0,5,1,0,3,3,0,4,0,17,2,2,0,5,1,0,0,13,2,3,4,0,4,0,3,6,6,2,1,0,4,4,3,3,0,12,3,1,1,0,3,4,1,9,4,6,3,1,1,0,2,0,4,2,6,0,3,4,0
678,52,9022,1924,2006,0,0,0,768,768,792,0,0,792,240,316,0,120,0,0,0,0,109500.0,4,1,1,3,3,0,4,0,17,2,2,0,2,1,0,12,14,2,2,4,0,4,4,3,6,6,1,0,1,4,2,7,3,5,16,3,1,1,0,3,4,1,9,4,1,4,7,0,0,1,0,2,1,3,0,1,4,3
679,80,11844,2008,2008,464,0,0,2046,2046,2046,0,0,2046,834,322,82,0,0,0,0,0,372500.0,4,1,1,0,3,0,4,0,22,2,2,0,2,3,0,12,14,3,2,4,2,0,4,2,6,6,1,0,1,4,2,7,2,1,99,0,5,5,2,3,4,1,6,5,0,7,4,0,0,2,1,3,1,5,1,3,6,3
680,78,9945,1961,1961,57,827,0,161,988,988,0,0,988,572,0,0,0,0,0,0,0,128500.0,4,1,1,0,3,0,4,0,19,2,2,0,2,3,0,13,15,1,3,4,1,4,4,3,5,6,1,4,1,4,4,7,3,5,54,3,5,5,2,3,4,1,9,4,0,4,4,1,0,1,0,3,1,3,0,2,9,1
681,50,8012,1980,1980,0,543,119,261,923,923,0,0,923,264,80,0,0,0,0,0,0,143000.0,4,1,1,3,3,0,4,0,20,2,2,4,2,1,0,10,11,2,3,4,1,2,4,3,1,1,1,4,1,4,4,7,5,1,71,2,5,5,2,3,4,1,9,4,11,5,4,0,0,2,0,2,1,3,1,1,4,4
683,34,2887,1996,1997,0,1003,0,288,1291,1291,0,0,1291,431,307,0,0,0,0,0,0,173000.0,4,1,1,3,1,0,4,0,4,2,2,0,2,1,0,13,15,2,3,4,2,2,4,2,2,6,1,0,1,4,2,7,2,1,87,3,5,5,2,3,4,1,9,4,11,5,4,1,0,1,0,2,1,4,1,2,10,2
684,90,11248,2002,2002,215,1059,0,567,1626,1668,0,0,1668,702,257,45,0,0,0,0,0,285000.0,4,1,1,0,3,0,0,0,5,2,2,0,2,3,0,12,14,3,2,4,2,2,4,0,2,6,1,0,1,4,2,7,5,1,93,0,5,5,2,3,4,1,9,4,0,8,4,1,0,2,0,3,1,5,1,3,6,1
685,58,16770,1998,1998,30,0,0,1195,1195,1195,644,0,1839,486,0,81,0,0,0,0,0,221000.0,4,1,1,1,3,0,1,0,15,2,2,0,5,1,0,12,14,1,2,4,2,2,4,3,6,6,1,2,1,4,4,7,3,1,89,0,5,5,2,3,4,1,9,4,5,6,4,0,0,2,1,4,1,5,0,2,5,4
686,39,5062,1984,1984,0,828,182,180,1190,1190,900,0,2090,577,219,0,0,0,0,0,0,207500.0,4,1,1,0,3,0,1,0,22,2,2,4,5,1,0,6,6,2,2,4,1,2,4,2,2,3,1,2,1,4,2,2,5,1,75,0,5,5,2,3,4,1,9,4,13,6,4,1,0,2,0,3,1,4,1,2,8,1
687,84,10207,2007,2007,0,0,0,874,874,874,887,0,1761,578,144,105,0,0,0,0,0,227875.0,1,1,1,3,3,0,4,0,21,2,2,0,5,1,0,12,14,2,2,4,2,2,4,3,6,6,1,0,1,4,2,7,3,1,98,0,5,5,2,3,4,1,6,5,5,6,5,0,0,3,0,3,1,5,0,2,7,1
688,40,5105,2004,2004,0,239,0,312,551,551,551,0,1102,480,0,60,0,0,0,0,0,148800.0,1,1,1,1,3,0,2,0,21,2,2,4,5,1,0,8,8,2,2,4,2,2,4,3,2,6,1,0,1,4,2,7,3,5,95,3,5,5,2,3,4,1,9,4,13,6,4,0,0,2,1,2,1,2,0,2,2,1
689,60,8089,2007,2007,0,945,0,474,1419,1419,0,0,1419,567,140,0,0,0,0,0,0,392000.0,4,1,1,3,1,0,4,0,22,2,2,0,2,1,0,8,8,1,2,4,2,2,4,0,2,6,1,0,1,4,2,7,2,1,98,2,5,5,2,3,4,1,6,5,0,7,5,1,0,2,0,2,1,5,1,2,9,1
690,61,7577,2005,2006,256,20,0,1342,1362,1362,0,0,1362,460,192,28,0,0,0,0,0,194700.0,4,1,1,0,3,0,0,0,16,2,2,4,2,1,0,12,14,3,2,4,2,2,4,0,0,6,1,0,1,4,2,7,2,1,96,2,5,5,2,3,4,1,9,4,11,5,4,0,0,2,0,2,1,4,1,2,5,1
691,39,4426,2004,2004,147,697,0,151,848,848,0,0,848,420,149,0,0,0,0,0,0,141000.0,5,1,1,3,3,0,4,0,5,2,2,4,2,1,0,12,14,1,2,4,2,2,4,1,2,6,1,0,1,4,2,7,5,1,95,2,5,5,2,3,4,1,9,4,11,5,4,1,0,1,0,1,1,1,1,2,4,2
693,42,26178,1989,1990,293,965,0,245,1210,1238,1281,0,2519,628,320,27,0,0,0,0,0,335000.0,4,1,1,0,3,0,4,1,23,2,2,0,5,3,0,8,8,1,2,4,2,2,4,1,2,6,1,0,1,4,2,7,2,1,80,2,5,5,2,3,4,1,9,4,5,6,4,1,0,2,1,4,1,7,2,2,3,0
695,51,6120,1936,1950,0,0,0,927,927,1067,472,0,1539,576,112,0,0,0,0,0,0,141500.0,5,1,1,3,3,0,0,0,3,2,2,0,0,1,0,13,15,2,3,1,0,4,4,3,6,6,1,4,1,4,4,7,3,5,86,3,5,5,2,3,2,1,9,4,4,4,5,0,0,1,1,3,1,3,0,2,3,3
696,54,13811,1987,1987,72,980,40,92,1112,1137,0,0,1137,551,125,0,0,0,0,0,0,176000.0,4,1,1,0,3,0,4,0,23,2,2,0,2,1,0,6,6,1,3,4,1,2,1,3,2,3,1,2,1,4,2,7,5,1,78,3,5,5,2,3,4,1,9,4,0,5,5,1,0,2,0,2,1,3,1,2,6,0
697,50,6000,1921,1950,0,616,0,0,616,616,0,0,616,205,0,0,129,0,0,0,0,89000.0,5,1,1,3,3,0,4,0,3,2,2,0,2,1,0,13,16,2,3,4,1,4,4,3,3,6,1,2,1,4,4,7,3,5,13,3,5,5,2,3,4,1,9,4,1,4,6,0,0,1,0,2,1,2,0,1,5,0
698,57,6420,1952,1952,0,210,551,219,980,1148,0,0,1148,308,0,0,0,0,0,0,0,123500.0,4,1,1,0,3,0,4,0,7,2,2,0,2,1,0,13,15,2,3,4,2,0,1,2,3,0,1,1,1,0,4,7,3,5,43,3,5,5,2,3,4,1,9,4,0,4,6,0,1,1,0,2,1,4,0,1,8,0
699,65,8450,1965,2009,0,553,117,224,894,894,0,0,894,336,416,144,0,0,0,0,0,138500.0,4,1,1,3,3,0,4,0,19,5,2,0,2,1,0,8,8,2,3,2,1,4,4,3,2,1,1,0,1,4,4,7,2,5,64,3,5,5,2,3,2,1,9,4,0,4,7,1,0,1,0,3,1,3,1,1,3,4
700,59,4282,2004,2004,0,16,0,1375,1391,1391,0,0,1391,530,156,158,0,0,0,0,0,196000.0,1,1,2,1,3,0,4,0,21,2,2,4,2,1,0,8,8,2,2,4,2,2,4,2,2,6,1,0,1,4,2,7,3,1,95,2,5,5,2,3,4,1,9,4,11,6,4,0,0,2,0,2,1,3,0,2,6,2
701,85,14331,2002,2002,630,1274,0,526,1800,1800,0,0,1800,765,270,78,0,0,0,0,0,312500.0,4,1,1,3,3,0,4,0,23,2,2,0,2,3,0,12,14,1,2,4,2,0,4,1,2,6,1,0,1,4,2,7,2,1,93,0,5,5,2,3,4,1,9,4,0,7,4,1,0,2,0,3,1,5,1,3,4,0
702,80,9600,1969,1969,168,0,0,1164,1164,1164,0,0,1164,528,0,0,0,0,0,0,0,140000.0,4,1,1,3,3,0,4,0,14,2,2,0,2,3,0,6,6,1,3,4,1,4,4,3,6,6,1,4,1,4,4,7,3,1,60,3,5,5,2,3,4,1,0,4,0,6,4,0,0,1,1,3,1,4,0,2,6,0
703,82,12438,2006,2006,466,0,0,1234,1234,1264,1312,0,2576,666,324,100,0,0,0,0,0,361919.0,4,1,1,0,3,0,4,0,22,2,2,0,5,3,0,12,14,1,0,4,2,0,1,3,6,6,1,0,1,4,0,7,2,3,97,0,5,5,2,3,4,1,6,5,5,7,4,0,0,2,1,4,1,8,1,3,6,0
704,76,7630,1900,1996,0,0,0,360,360,1032,780,0,1812,672,344,0,40,0,0,0,0,140000.0,5,1,1,3,3,0,4,0,17,1,2,1,5,1,0,13,15,2,3,2,0,2,4,3,6,6,1,2,1,4,2,7,4,5,90,3,5,5,0,3,2,1,9,4,15,4,8,0,0,2,0,4,2,6,1,2,4,4
705,70,8400,2004,2005,109,712,0,761,1473,1484,0,0,1484,606,0,35,0,144,0,0,0,213000.0,4,1,1,3,3,0,4,0,5,2,2,0,2,1,0,12,14,1,2,4,2,2,4,0,2,6,1,0,1,4,2,7,3,1,95,2,5,5,2,3,4,1,9,4,0,6,4,1,0,2,0,3,1,5,0,2,4,4
706,70,5600,1930,1950,0,0,0,0,0,372,720,0,1092,0,0,0,0,0,0,0,3500,55000.0,5,1,1,3,3,0,4,0,9,2,2,1,5,3,0,12,16,2,1,1,3,3,2,4,4,4,1,1,0,4,1,4,3,6,103,1,3,3,0,3,4,2,9,4,15,3,4,0,0,2,0,3,2,5,0,0,6,4
708,48,6240,2006,2006,176,863,0,461,1324,1324,0,0,1324,550,192,38,0,0,0,0,0,254000.0,4,1,1,3,3,0,4,0,16,2,2,4,2,3,0,8,8,1,2,4,2,2,4,3,2,6,1,0,1,4,2,7,2,1,97,0,5,5,2,3,4,1,9,4,11,7,4,1,0,2,0,2,1,4,1,2,11,3
709,65,9018,2007,2007,0,0,0,728,728,728,728,0,1456,400,100,24,0,0,0,0,0,179540.0,4,1,1,0,3,0,4,0,8,2,2,0,5,3,0,12,14,2,2,4,2,2,4,0,6,6,1,0,1,4,2,7,2,1,98,0,5,5,2,3,4,1,6,5,5,6,4,0,0,2,1,3,1,6,1,2,6,1
711,56,4130,1935,2003,0,0,0,270,270,729,0,0,729,0,0,0,0,0,0,0,0,52000.0,4,1,1,0,3,0,4,0,3,2,2,0,2,1,0,12,14,2,2,4,1,4,4,3,6,6,1,2,1,4,4,1,3,6,103,1,3,3,0,3,4,1,9,4,1,2,5,0,0,1,0,2,1,3,0,0,6,2
713,40,4671,1988,1989,0,767,0,461,1228,1228,0,0,1228,472,168,120,0,0,0,0,0,189000.0,4,1,1,0,1,0,4,0,22,2,2,4,2,1,0,6,6,2,2,4,2,2,4,2,2,6,1,2,1,4,2,7,2,1,79,0,5,5,2,3,4,1,9,4,11,7,4,1,0,2,0,2,1,3,1,2,9,2
714,60,9873,1970,1970,160,789,0,171,960,960,0,0,960,576,0,288,0,0,0,0,0,129000.0,4,1,1,3,3,0,4,0,3,6,2,1,2,1,0,6,6,1,3,4,1,4,4,0,0,6,2,4,0,4,4,7,3,5,61,3,5,5,2,3,4,1,9,4,15,3,4,1,0,1,0,3,1,4,0,2,4,0
715,90,13517,1976,2005,289,533,0,192,725,725,754,0,1479,475,0,44,0,0,0,0,0,130500.0,4,1,1,0,3,0,1,0,19,5,2,0,5,1,0,6,11,1,2,4,1,4,4,3,2,6,1,0,1,4,2,7,3,1,67,2,5,5,2,3,4,1,9,4,5,5,7,0,0,2,1,3,1,4,0,2,2,4
716,78,10140,1974,1974,174,0,0,1064,1064,1350,0,0,1350,478,0,0,0,0,0,0,0,165000.0,4,1,1,3,3,0,4,0,14,2,2,0,2,3,0,6,6,1,3,4,1,2,4,3,6,6,1,4,1,4,4,7,5,1,65,2,5,5,2,3,2,1,9,4,0,5,4,0,0,2,0,3,1,5,1,2,7,3
717,60,10800,1890,1998,0,0,0,718,718,1576,978,0,2554,704,0,48,143,0,0,0,0,159500.0,5,1,0,3,0,0,4,0,17,2,2,0,5,1,0,13,14,2,3,2,0,4,4,3,6,6,1,0,1,4,4,7,3,5,87,3,5,5,1,3,4,1,9,4,6,6,7,0,0,1,1,3,1,6,0,2,6,1
718,80,10000,1973,2000,0,1084,0,92,1176,1178,0,0,1178,439,224,0,0,0,0,0,0,157000.0,4,1,1,3,3,0,4,0,14,2,2,0,2,1,0,6,6,2,3,4,1,2,4,3,1,6,1,2,1,4,2,7,1,1,64,3,5,5,2,3,2,1,9,4,0,4,5,0,1,1,1,3,1,3,1,2,10,2
719,96,10542,1993,1994,651,1173,0,138,1311,1325,1093,0,2418,983,250,154,216,0,0,0,0,341000.0,4,1,1,3,3,0,4,0,15,2,2,0,5,3,0,13,7,1,2,4,2,2,4,1,2,6,1,0,1,4,2,7,5,1,84,2,5,5,2,3,4,1,9,4,5,6,4,1,0,2,1,3,1,7,1,3,7,2
720,69,9920,1969,1969,0,523,0,448,971,971,0,0,971,300,0,0,0,0,0,0,0,128500.0,4,1,1,0,3,0,4,0,5,2,2,0,2,1,0,6,11,2,3,4,1,2,4,1,0,6,1,4,1,4,4,7,4,1,60,3,5,5,2,3,4,1,9,4,0,4,5,0,0,1,1,3,1,3,1,1,4,0
721,60,6563,1985,1985,0,1148,0,594,1742,1742,0,0,1742,564,114,28,234,0,0,0,0,275000.0,4,1,1,0,2,0,1,1,22,2,2,0,2,1,0,6,6,2,2,4,2,2,4,1,2,6,1,4,1,4,2,7,5,1,76,2,5,5,2,3,4,1,9,4,11,7,4,1,0,2,0,2,1,3,1,2,11,0
722,39,4426,2004,2004,169,662,0,186,848,848,0,0,848,420,160,0,0,0,0,0,0,143000.0,5,1,1,3,3,0,4,0,5,2,2,4,2,1,0,12,14,1,2,4,2,2,4,0,2,6,1,0,1,4,2,7,3,1,95,2,5,5,2,3,4,1,9,4,11,5,4,1,0,1,0,1,1,1,0,2,4,4
723,70,8120,1970,1970,0,191,0,673,864,864,0,0,864,463,0,0,0,0,0,0,0,124500.0,4,1,1,3,3,0,4,0,12,2,2,0,2,1,0,8,8,2,3,2,1,4,4,3,0,6,1,0,1,4,4,7,3,5,85,3,5,5,2,3,4,1,9,4,0,3,6,0,0,1,0,3,1,3,0,2,6,3
724,60,8172,1954,1972,0,0,0,941,941,997,473,0,1470,548,0,0,0,0,156,0,0,135000.0,4,1,1,3,3,0,4,0,7,2,2,0,0,1,0,8,8,2,3,4,2,4,4,3,6,6,1,0,1,4,4,7,3,5,49,3,5,5,2,3,4,1,9,4,4,3,5,0,0,2,0,4,1,5,0,1,4,2
725,86,13286,2007,2008,340,1234,0,464,1698,1698,0,0,1698,768,327,64,0,0,0,0,0,320000.0,4,1,1,0,3,0,4,0,7,2,2,0,2,3,0,5,5,3,0,4,2,0,4,3,2,6,1,0,1,4,0,7,2,1,98,0,5,5,2,3,4,1,9,4,0,8,4,1,0,2,0,3,1,6,1,3,1,3
726,60,6960,1970,1970,0,375,239,250,864,864,0,0,864,660,96,0,0,0,0,0,500,120500.0,4,1,1,3,3,0,4,0,12,2,2,0,2,1,0,6,11,2,3,4,1,4,4,3,0,1,1,4,1,4,2,7,3,5,80,3,5,5,2,3,4,3,9,4,0,3,5,0,0,1,0,3,1,3,0,2,10,3
727,97,21695,1988,2007,260,808,0,72,880,1680,0,0,1680,540,292,44,0,182,0,0,0,222000.0,4,1,1,0,3,0,0,0,6,2,2,0,2,3,0,13,11,1,2,2,1,2,4,3,2,6,1,0,1,4,2,7,2,1,79,0,5,5,2,3,4,1,9,4,0,5,8,1,0,2,0,3,1,3,1,2,11,3
728,64,7314,2007,2007,82,724,0,508,1232,1232,0,0,1232,632,132,0,0,0,0,0,0,194500.0,4,1,1,3,3,0,4,0,5,2,2,0,2,1,0,12,14,3,2,4,2,2,4,0,2,6,1,0,1,4,2,7,3,1,98,2,5,5,2,3,4,1,9,4,0,6,4,1,0,2,0,2,1,4,0,2,1,3
730,52,6240,1925,1950,0,152,0,628,780,848,0,360,1208,539,0,23,112,0,0,0,0,103000.0,5,1,0,3,3,0,4,0,9,2,2,0,0,1,0,8,8,2,3,4,1,4,4,3,1,6,1,4,1,0,4,7,3,5,53,3,5,5,2,3,4,1,9,4,1,3,4,0,0,1,0,2,1,3,0,2,0,3
731,39,5389,1995,1996,0,1180,0,415,1595,1616,0,0,1616,608,237,152,0,0,0,0,0,236500.0,4,1,1,0,3,0,4,0,22,2,2,4,2,1,0,5,5,2,2,4,2,2,4,3,2,6,1,0,1,4,2,7,5,1,86,2,5,5,2,3,4,1,9,4,11,7,4,1,0,2,0,2,1,3,1,2,2,4
732,73,9590,2003,2003,442,786,0,82,868,1146,0,0,1146,438,160,22,0,0,0,0,0,187500.0,4,1,1,0,3,0,0,0,23,2,2,0,7,1,0,12,14,1,2,4,2,0,4,0,2,6,1,0,1,4,2,7,2,1,94,0,5,5,2,3,4,1,9,4,8,6,4,1,0,2,0,3,1,4,1,2,4,1
733,75,11404,1998,1999,202,252,0,901,1153,1153,878,0,2031,541,192,84,0,0,0,0,0,222500.0,4,1,1,0,3,0,4,0,5,2,2,0,5,1,0,12,14,1,2,4,2,2,4,0,0,6,1,0,1,4,2,7,5,1,89,0,5,5,2,3,4,1,9,4,5,6,4,0,0,2,1,3,1,6,1,2,6,2
734,80,10000,1961,1983,0,594,0,270,864,1144,0,0,1144,264,165,0,0,0,0,0,400,131400.0,4,1,1,3,3,0,0,0,19,1,2,0,2,3,0,6,6,2,3,4,1,4,4,3,1,6,1,0,1,4,4,7,5,1,52,2,5,5,2,3,1,3,9,4,0,4,5,1,0,1,0,3,1,4,1,1,2,3
735,65,8978,1968,1968,0,0,0,948,948,948,0,0,948,300,147,0,0,0,0,0,0,108000.0,4,1,1,0,3,0,0,0,19,2,2,0,2,1,0,10,11,2,3,4,2,4,4,3,6,6,1,4,1,4,4,7,3,1,59,3,5,5,2,3,4,1,9,3,0,4,4,0,0,1,0,3,1,4,0,1,4,1
736,60,10800,1914,1970,0,390,0,490,880,880,888,0,1768,320,0,341,0,0,0,0,0,163000.0,5,1,1,3,3,0,4,0,17,2,2,0,4,1,0,13,15,2,3,4,0,2,4,2,5,6,2,1,0,4,4,7,5,5,6,3,5,5,0,3,4,1,9,4,7,6,6,0,0,1,1,2,1,4,2,2,9,0
737,60,8544,1950,1950,0,0,0,0,0,1040,0,0,1040,400,0,0,0,0,0,0,0,93500.0,4,1,1,3,3,0,4,0,12,2,2,2,2,1,0,11,12,2,3,4,1,3,2,4,4,4,1,2,0,1,4,7,3,5,40,3,5,5,2,3,4,1,9,4,10,2,3,0,0,2,0,2,2,4,0,2,6,0
738,72,10463,2005,2005,0,0,0,893,893,901,900,0,1801,800,0,116,0,0,0,0,0,239900.0,4,1,1,0,1,0,1,0,8,2,2,0,5,1,0,12,14,2,2,4,2,2,4,3,6,6,1,0,1,4,2,7,2,1,96,0,5,5,2,3,4,1,9,4,5,7,4,0,0,2,1,3,1,6,1,3,5,0
739,60,10800,1987,1988,0,1200,0,0,1200,1200,0,0,1200,0,120,0,0,0,0,0,0,179000.0,4,1,1,3,3,0,4,0,7,2,2,2,2,1,0,10,11,2,3,4,1,2,1,1,2,6,1,4,1,4,4,7,3,6,103,1,3,3,2,3,4,1,9,2,10,4,4,3,0,3,0,3,1,3,0,0,2,3
740,65,9313,2004,2004,0,0,0,864,864,864,864,0,1728,572,187,56,0,0,0,0,0,190000.0,4,1,1,0,3,0,4,0,5,2,2,0,5,1,0,12,14,2,2,4,2,2,4,3,6,6,1,0,1,4,2,7,3,1,95,2,5,5,2,3,4,1,9,4,5,6,4,0,0,2,1,3,1,5,0,2,3,3
742,65,6768,1961,1996,0,832,0,80,912,912,0,0,912,288,168,0,0,0,0,0,0,142000.0,4,1,1,0,3,0,4,0,19,1,2,0,2,3,0,6,6,2,3,2,1,4,4,2,2,6,1,2,1,4,2,7,3,5,53,3,5,5,2,3,0,1,9,4,0,5,7,1,1,1,0,3,1,3,0,1,4,2
743,65,8450,2000,2001,108,0,0,1349,1349,1349,0,0,1349,539,120,55,0,0,0,0,0,179000.0,4,1,1,3,3,0,4,0,20,2,2,0,2,1,0,12,14,1,3,4,2,2,4,3,6,6,1,0,1,4,4,7,3,1,91,3,5,5,2,3,0,1,9,4,0,6,4,0,0,2,0,3,1,4,0,2,11,1
744,70,12886,1963,1999,0,444,0,76,520,1464,0,0,1464,480,302,0,0,0,100,0,0,175000.0,4,1,1,0,3,0,4,0,19,2,2,0,7,1,0,6,6,2,3,4,1,2,4,0,0,6,1,0,1,4,4,3,5,1,88,2,5,5,2,3,4,1,9,4,8,4,5,0,1,2,0,3,1,4,1,2,9,3
745,41,5395,1993,1993,0,733,0,604,1337,1337,0,0,1337,462,96,0,70,168,0,0,0,180000.0,4,1,1,0,1,0,4,0,22,2,2,4,2,1,0,6,6,2,2,4,2,2,4,3,2,6,1,2,1,4,2,7,5,1,84,2,5,5,2,3,4,1,9,4,11,7,4,1,0,2,0,2,1,3,1,2,9,2
746,66,8963,1976,1996,289,575,80,487,1142,1175,1540,0,2715,831,0,204,0,0,0,0,0,299800.0,4,1,1,0,3,0,4,0,14,2,2,0,5,3,0,12,14,1,0,2,1,4,1,3,2,0,1,0,1,4,2,7,5,3,85,0,5,5,2,3,4,1,9,4,5,7,8,0,1,3,1,4,1,9,2,2,6,2
747,69,8795,2000,2000,0,300,0,652,952,980,1276,0,2256,554,224,54,0,0,0,0,0,236000.0,4,1,1,0,3,0,4,0,8,2,2,0,5,1,0,12,14,2,2,4,2,2,4,3,2,6,1,0,1,4,2,7,5,3,91,0,5,5,2,3,4,1,9,4,5,6,4,0,0,2,1,4,1,6,1,2,3,3
748,65,11700,1880,2003,0,0,0,1240,1240,1320,1320,0,2640,864,181,0,386,0,0,0,0,265979.0,5,1,2,0,3,0,0,0,17,2,2,0,5,4,0,11,13,2,2,4,4,4,0,3,6,6,2,4,0,4,2,7,2,5,41,3,5,5,0,3,4,1,9,4,6,6,6,0,0,1,1,4,1,6,1,4,4,3
749,59,10593,1996,1996,338,919,0,801,1720,1720,0,0,1720,527,240,56,154,0,0,0,0,260400.0,4,1,1,0,3,0,4,0,15,2,2,0,2,3,0,12,14,1,2,4,2,2,4,3,2,6,1,0,1,4,2,7,5,1,87,0,5,5,2,3,4,1,9,4,0,6,4,1,0,2,0,3,1,5,1,2,2,4
750,50,8405,1945,1950,0,0,0,0,0,1088,441,0,1529,240,92,0,185,0,0,0,0,98000.0,4,1,1,3,3,0,4,0,7,2,2,0,0,1,0,14,16,2,3,4,3,3,2,4,4,4,5,4,0,1,4,4,3,5,36,3,5,5,0,3,4,1,9,4,4,3,2,0,0,2,0,4,1,7,0,1,3,3
751,55,8800,1910,2004,0,0,0,576,576,792,348,0,1140,0,0,160,0,0,0,0,0,96500.0,5,1,0,3,3,0,0,0,17,2,2,0,0,1,0,13,15,2,3,4,0,4,0,3,6,6,1,2,1,4,4,3,3,6,103,1,3,3,0,3,4,1,9,4,4,3,6,0,0,1,0,3,1,5,0,0,5,4
752,62,7750,2003,2003,0,0,0,660,660,660,660,0,1320,400,0,48,0,0,0,0,0,162000.0,4,1,1,3,3,0,4,0,8,6,2,0,5,1,0,12,14,2,2,4,2,2,4,3,6,6,1,0,1,4,2,7,3,1,94,0,5,5,2,3,4,1,9,4,5,6,4,0,0,2,1,3,1,4,0,2,7,1
753,79,9236,1997,1997,0,1200,0,279,1479,1494,0,0,1494,576,168,27,0,0,0,0,0,217000.0,4,1,1,0,3,0,4,0,5,2,2,0,2,1,0,12,14,2,3,2,2,2,4,1,2,6,1,0,1,4,2,7,3,1,88,2,5,5,2,3,4,1,9,4,0,5,4,1,0,2,0,3,1,4,0,2,6,0
754,80,10240,2005,2005,178,0,0,1030,1030,1038,1060,0,2098,878,192,52,0,0,0,0,0,275500.0,4,1,1,3,3,0,4,0,16,2,2,0,5,1,0,12,14,1,2,4,2,2,4,2,6,6,1,2,1,4,0,7,2,1,96,2,5,5,2,3,4,1,9,4,5,7,4,0,0,2,1,3,1,6,1,3,2,0
755,61,7930,1969,2005,0,439,472,115,1026,1026,0,0,1026,440,171,48,0,0,0,0,0,156000.0,4,1,1,3,3,0,4,0,12,2,2,0,2,1,0,10,11,2,3,4,1,4,4,3,2,3,1,2,1,4,2,7,3,5,60,2,5,5,2,3,4,1,9,4,0,5,7,1,0,1,0,3,1,3,0,2,6,3
756,34,3230,1999,1999,894,381,0,348,729,742,729,0,1471,440,0,24,0,0,0,0,0,172500.0,1,1,2,3,3,0,4,0,21,2,2,4,5,1,0,8,8,1,3,4,2,2,4,3,2,6,1,2,1,4,4,7,3,5,90,3,5,5,2,3,4,1,9,4,13,5,4,0,0,2,1,3,1,4,0,2,2,3
